Vessel;code;Genus;lat;lon;season;depth;swept_area_km2;N;N_km2;presence_absence;date;date_time;bathy;substrate;slope;roughness;fishingEffort;distCanyons;distMounts;distFans;bottom_temp;bottom_oxygen;bottom_nppv;bottom_ph;bottom_nh4;bottom_no3;bottom_po4;bottom_so;bottom_uo;bottom_vo;bottom_eke;SD_bottomT;SD_o2;SubAll;bioSubsFinal;ln_slope;ln_fishingEffort;Haul_N;RN;id;fold;ln_N_km2;ln_N;BioSubs;SA_offset
ESP000026569;20210429_64300_ESP000026569_01;Raja;41,45607667;2,599596667;2;103,2;0,10445718;0;0;0;29/04/2020;NA;110,1329333;4;0,618928505;12;64,39719971;9,255130768;397,5805664;44,58076096;13,59406376;249,7995148;-0,195059776;8,127144814;0,488250226;1,40302825;0,073203437;38,22602081;-0,008943364;-0,034579501;0,000637863;0,704448938;7,61605072;3;3;0,481764514;4,18047944;109;99;109;5;0;0;3;NA
CP2;21_12_01_JA_CP2_L1;Raja;38,4593593;0,5534736;4;578,71;0,630069383;0;0;0;01/12/2020;NA;625,9804346;1;1,442070989;25;66,4997786;32,37581635;110,9550781;74,00767517;13,44726181;221,3418884;-6,15E-09;8,0854702;0,0098;4,916674614;0,247685447;38,59135056;-0,003064977;0,020305971;0,000210863;0,063502192;1,345896006;6;1;0,892846445;4,212124318;182;81;182;3;0;0;1;-0,461925334
ESP000022870;20201028_64600_ESP000022870_03;Raja;42,05608667;3,384296667;4;135,6;0,161042;0;0;0;28/10/2020;NA;134,4317383;1;0,286843704;3;66,71204483;17,32118988;306,4492798;80,94246674;14,04768276;226,0013428;-0,009189367;8,100559235;0,529019594;3,4645226;0,200972334;38,33757782;0,007419001;0,003289661;3,29E-05;0,654386997;8,507019997;6;1;0,252192479;4,215264079;53;99;53;1;0;0;1;-1,826090078
ESP000025627;20200622_64200_ESP000025627_02;Raja;41,21255952;2,317316667;2;403,3;0,18140496;2;11,025;1;22/06/2020;NA;370,7462914;1;1,647064207;33;70,15875596;8,38218689;430,5292358;28,63331604;13,69682407;226,2681122;-0,000395281;8,090297699;0,093898676;4,270645618;0,219126537;38,60995483;-0,009053057;-0,002720721;4,47E-05;0,160308048;5,41215086;6;1;0,973451179;4,26491338;14;59;14;2;2,486987816;1,098612289;1;-1,707023399
ESP000025627;20210325_64200_ESP000025627_02;Raja;41,2071381;2,318792857;1;424,6;0,16911635;0;0;0;25/03/2020;NA;504,7487951;1;2,326876676;32;70,15875596;4,627380371;433,0265808;28,63331604;13,35842514;222,8297882;-0,001603306;8,088729858;0,050757948;4,680280209;0,237315685;38,55094147;-0,028180264;0,007327965;0,000423913;0,085722379;0,832693756;6;1;1,202033929;4,26491338;98;58;98;3;0;0;1;NA
CPM;21_04_21_CP_CPM_L2;Raja;38,4435866;0,4165311;2;180,57;0,394476;1;2,535008467;1;21/04/2020;NA;168,5730123;1;1,101881417;27;71,90408849;27,75059891;100,600502;75,41086578;13,60652065;229,7606812;-0,003066486;8,103411674;0,14474082;3,741181612;0,194767475;38,40603256;0,003739747;-0,009463928;5,18E-05;0,083393022;4,8336339;10;1;0,742832857;4,289144721;149;19;149;3;1,262715695;0,693147181;1;-0,930196977
CPM;21_04_21_CP_CPM_L1;Raja;38,5435866;0,5165311;2;88,43;0,535296894;0;0;0;21/04/2020;NA;168,5730123;1;1,101881417;27;71,90408849;27,75059891;100,600502;75,41086578;13,60652065;229,7606812;-0,003066486;8,103411674;0,14474082;3,741181612;0,194767475;38,40603256;0,003739747;-0,009463928;5,18E-05;0,083393022;4,8336339;10;1;0,742832857;4,289144721;148;3;148;4;0;0;1;-0,624933744
PIF;21_07_26_CP_PIF_L1;Raja;38,4473195;0,3950899;3;157,37;0,661164;0;0;0;26/07/2020;NA;168,5730123;1;1,101881417;17;71,90408849;27,75059891;100,600502;75,41086578;13,6287365;225,0395813;-0,031569306;8,097699165;0,454761773;3,913386106;0,222666159;38,35764694;0,006800633;0,003922024;3,08E-05;0,178422257;6,921770096;10;1;0,742832857;4,289144721;168;93;168;2;0;0;1;-0,413753361
PIF;22_01_12_CP_PIF_L1;Raja;38,3669299;0,3779952;1;320,34;0,556117097;0;0;0;12/01/2020;NA;250,6365481;1;1,743005672;46;72,7784445;18,50026894;92,08281708;84,50920868;13,66268444;219,9387054;-7,85E-06;8,089003563;0,022833843;4,920724869;0,248752773;38,53859329;-0,020741954;0,002251781;0,00021765;0,035606138;2,83142519;6;1;1,00905428;4,301066609;187;96;187;5;0;0;1;-0,586776401
ESP000000782;20210630_64100_ESP000000782_01;Raja;41,10768333;1,765780556;2;128,4;0,13086982;15;114,6177171;1;30/06/2020;NA;175,9848346;1;1,935180128;59;203,7424442;3,500107765;419,240509;42,5826683;13,61980438;235,3545685;-0,002309735;8,10999012;0,357123643;3,064086199;0,166420117;38,34228897;0,005185422;-0,020650947;0,000226675;0,21767135;7,243842602;7;1;1,076768824;4,32175282;124;97;124;3;4,750289207;2,772588722;1;-2,03355219
PIF;21_12_15_CP_PIF_L1;Raja;38,5959225;0,53128;4;423,6;0,514244544;1;1,944600116;1;15/12/2020;NA;435,6937531;1;2,910998046;42;76,95128837;46,25165939;121,8768616;55,50654984;13,48209858;222,088913;-1,03E-08;8,087016106;0,006962046;4,936564922;0,24821867;38,58905792;0,023680078;0,005390957;0,000294904;0,072436273;1,74919486;6;1;1,363792596;4,356084124;183;20;183;3;1,079973024;0,693147181;1;-0,66505636
CP2;21_07_27_JA_CP2_L1;Raja;38,6195642;0,586625;3;672,78;0,61116;0;0;0;27/07/2020;NA;617,0556889;1;2,24352338;60;78,39000151;46,39466476;124,9503174;55,97563171;13,27359486;219,4914703;-8,27E-09;8,084854126;0,001737052;5,139594555;0,256601781;38,56325912;-0,016363801;-0,008015702;0,000166013;0,04276102;1,283581734;6;1;1,176660202;4,374372435;169;53;169;5;0;0;1;-0,492396488
CPM;22_01_13_CP_CPM_L2;Raja;38,5640873;0,3652409;1;105;0,3272484;0;0;0;13/01/2020;NA;109,4936049;1;0,273744013;7;79,68711056;41,78527451;112,4453812;66,35444641;14,58228874;222,7072906;-0,00983278;8,088418007;0,415523112;3,385849237;0,199086845;38,22765732;-0,024684681;0,004675632;0,000315597;0,296330154;8,420189857;6;1;0,241960605;4,390578842;190;89;190;2;0;0;1;-1,117035763
VG;21_10_29_CRT_VG_L1;Raja;37,4910711;-1,2978974;4;195,67;0,49298388;0;0;0;29/10/2020;NA;156,4826173;1;2,26095262;24;81,54444402;9,248821259;110,0251846;244,8345642;13,72322178;217,5740509;-0,000553432;8,088003159;0,121115796;4,995835781;0,259093195;38,51618195;-0,00523063;0,011696068;8,21E-05;0,05554634;2,663463354;6;1;1,182019367;4,413336864;178;74;178;5;0;0;1;-0,707278803
ESP000022116;20210609_64410_ESP000022116_02;Raja;41,50992381;3,076580952;2;347,5;0,0805901;0;0;0;09/06/2020;NA;221,3270765;1;1,38782879;83;81,69826649;4,627649307;360,2208862;31,06563568;13,64084911;229,317688;-0,001597325;8,105456352;0,201219842;3,549237251;0,184929833;38,36769867;-0,002242651;-0,000364949;2,58E-06;0,202077627;7,309772491;7;1;0,870384497;4,41519864;122;35;122;2;0;0;1;-2,518379466
ESP000022870;20210420_64600_ESP000022870_03;Raja;42,02893;3,360126667;2;132,3;0,15425121;0;0;0;20/04/2020;NA;129,0454815;1;0,252267459;4;87,48284444;11,54878139;311,5891724;80,94246674;13,22535896;248,0173645;-0,214604005;8,129929543;0,445767522;1,901328564;0,096481591;38,13245773;0,000465344;0,001595992;1,38E-06;0,529695809;8,664530754;6;1;0,224955875;4,482808685;105;25;105;4;0;0;1;-1,869172772
ESP000022870;20210722_64600_ESP000022870_03;Raja;42,03492;3,36591;3;130,4;0,15184694;0;0;0;22/07/2020;NA;129,0454815;1;0,252267459;4;87,48284444;11,54878139;311,5891724;80,94246674;13,72981071;228,8381653;-0,031621698;8,104822159;0,444854826;3,449137926;0,190260887;38,39344788;-0,004818798;-0,004743293;2,29E-05;0,529695809;8,664530754;6;1;0,224955875;4,482808685;132;7;132;5;0;0;1;-1,884882239
ESP000022116;20200916_64410_ESP000022116_01;Raja;41,61732333;2,80285;3;100,1;0,05515476;6;108,785;1;16/09/2020;NA;119,1551852;4;2,540356385;12;94,00248965;3,473426342;373,1788025;50,77684021;14,29022598;233,2134552;-0,14841345;8,102716446;0,759750366;2,008266926;0,131588832;38,26638412;0,003768971;-0,007455151;3,49E-05;0,680508018;8,010383606;3;3;1,264227396;4,553903098;46;8;46;1;4,698523908;1,945910149;3;-2,897612227
ESP000025627;20200622_64200_ESP000025627_03;Raja;41,24318571;2,487188095;2;599,8;0,1255947;2;15,924;1;22/06/2020;NA;778,3291111;1;3,370779002;149;96,51488832;0;418,7907104;23,20528221;13,38363552;221,2653198;-2,07E-05;8,076738358;0,012241056;5,047811508;0,253465682;38,59395599;-0,001858705;0,005285893;1,57E-05;0,063654318;0,611819506;10;1;1,474941254;4,580005067;15;55;15;5;2,828732733;1,098612289;1;-2,074695223
ESP000025627;20200818_64200_ESP000025627_03;Raja;41,24389762;2,486580952;3;595,2;0,14031754;1;7,127;1;18/08/2020;NA;778,3291111;1;3,370779002;149;96,51488832;0;418,7907104;23,20528221;13,19303989;220,75383;-1,61E-06;8,079575539;0,005573565;5,118353367;0,256452352;38,55062103;0,002201502;-0,00856081;3,91E-05;0,063654318;0,611819506;10;1;1,474941254;4,580005067;38;99;38;4;2,095191852;0,693147181;1;-1,963847282
ESP000026569;20210429_64300_ESP000026569_03;Raja;41,25053095;2,603371429;2;685,2;0,15414351;0;0;0;29/04/2020;NA;871,1358568;1;3,32689828;113;99,5325344;3,491243601;407,4968262;27,76428223;13,41927052;222,5556488;-0,000508088;8,085603714;0,037841845;4,761258602;0,240791455;38,593853;-0,005908236;-0,017053755;0,000162869;0,087831296;0,630096734;6;1;1,464850953;4,610481401;111;3;111;2;0;0;1;NA
ESP000026632;20200618_63100_ESP000026632_02;Raja;40,45664333;0,93961;2;70,9;0,10930733;0;0;0;18/06/2020;NA;75,77294815;1;0,078981206;2;102,1358657;33,82833481;326,3830872;56,81371307;14,89375496;242,4718933;-0,029226389;8,098347664;0,786115289;2,175141335;0,124205314;38,1721344;-0,000745519;0,018728824;0,000175662;1,02890265;5,41541338;6;1;0,076017268;4,636047203;8;99;8;4;0;0;1;NA
ESP000026768;20201118_63300_ESP000026768_01;Raja;40,76229375;1,438954167;4;596,1;0,182434;2;10,963;1;18/11/2020;NA;649,569284;1;2,751983486;51;103,4471118;8,418852806;374,5559692;33,70459366;13,39443779;221,7502747;-1,01E-06;8,081493378;0,010107865;5,017064095;0,25192222;38,59212112;-0,003912458;0,004353025;1,71E-05;0,061505716;1,100201726;6;1;1,32228463;4,648680836;61;64;61;2;2,481818553;1,098612289;1;-1,701366815
ESP000026768;20210119_63300_ESP000026768_01;Raja;40,76417292;1,427129167;1;538,9;0,18845227;0;0;0;19/01/2020;NA;476,4574074;1;3,04592221;40;103,4471118;8,418852806;374,5559692;33,70459366;13,50001431;223,4596863;-2,77E-06;8,08727169;0,0386694;4,733263493;0,240499556;38,57881165;0,00182964;-0,011447163;6,72E-05;0,084929928;2,242595196;6;1;1,397709512;4,648680836;79;21;79;5;0;0;1;-1,668910514
ESP000026768;20210728_63300_ESP000026768_01;Raja;40,76780417;1,428825;3;545,3;0,22728496;0;0;0;28/07/2020;NA;476,4574074;1;3,04592221;40;103,4471118;8,418852806;374,5559692;33,70459366;13,46848011;225,522934;-3,06E-05;8,089299202;0,053539224;4,496370316;0,228030145;38,59621811;0,002540252;0,000789537;3,54E-06;0,084929928;2,242595196;6;1;1,397709512;4,648680836;133;76;133;2;0;0;1;NA
ESP000025627;20200622_64200_ESP000025627_01;Raja;41,14271333;2,14298;2;105,6;0,09266928;0;0;0;22/06/2020;NA;381,236721;1;2,153839065;38;106,9795563;5,800014496;436,3842163;28,00802422;13,74880409;223,2214355;-0,000164916;8,085851669;0,049480803;4,642501354;0,235617965;38,64267731;-0,000757431;0,000298421;3,31E-07;0,126202077;3,661874533;6;1;1,148620461;4,681941915;13;38;13;4;0;0;1;-2,378718253
VG;21_07_08_CRT_VL2_L1;Raja;37,5062822;-1,1819515;3;176,31;0,55193304;1;1,811813984;1;08/07/2020;NA;375,4674568;1;6,799344739;30;107,0512219;9,248887062;102,6836929;233,0155029;13,62623024;220,366684;-0,004239064;8,094748497;0,368835151;4,201683998;0,22854504;38,34716034;0,003654011;-0,019648563;0,000199709;0,11417149;3,635017157;10;1;2,054039722;4,682605392;166;76;166;3;1,033829821;0,693147181;1;-0,594328544
VG;21_07_08_CRT_VL2_L2;Raja;37,5052656;-1,1876633;3;173,3;0,488928;0;0;0;08/07/2020;NA;375,4674568;1;6,799344739;26;107,0512219;9,248887062;102,6836929;233,0155029;13,66470146;218,9432983;-0,016814863;8,092949867;0,536503494;4,080235958;0,232177079;38,29627609;0,00177414;-0,013541745;9,33E-05;0,1302232;3,825472116;10;1;2,054039722;4,682605392;167;91;167;2;0;0;1;-0,71554004
ESP000026768;20200730_63300_ESP000026768_02;Raja;40,7930375;1,392922917;3;391,3;0,185891;0;0;0;30/07/2020;NA;478,2637877;1;2,350185446;35;107,9625327;10,54664421;377,713562;39,77832794;13,74033356;226,9693451;-2,82E-05;8,090782166;0,070812427;4,335710526;0,221304134;38,62526703;0,006817074;-0,000579328;2,34E-05;0,133872598;4,896573544;6;1;1,209015701;4,691004086;28;77;28;3;0;0;1;NA
ESP000026768;20201118_63300_ESP000026768_02;Raja;40,7937;1,384004167;4;365,1;0,1903172;0;0;0;18/11/2020;NA;334,6951654;1;2,453659017;41;107,9625327;10,54664421;377,713562;39,77832794;13,65651894;225,0923767;-9,23E-05;8,091159821;0,132644281;4,451702118;0,231226489;38,54963684;0,000451308;0,000694284;3,43E-07;0,133872598;4,896573544;6;1;1,239434254;4,691004086;62;32;62;4;0;0;1;NA
ESP000026768;20210119_63300_ESP000026768_02;Raja;40,7935;1,37785;1;337,7;0,17289008;0;0;0;19/01/2020;NA;334,6951654;1;2,453659017;47;107,9625327;10,54664421;377,713562;39,77832794;13,68141747;223,581192;-0,000471815;8,091673851;0,136068597;4,334480286;0,227611199;38,53530121;-0,00997182;-0,002351794;5,25E-05;0,133872598;4,896573544;6;1;1,239434254;4,691004086;80;12;80;3;0;0;1;-1,755099262
ESP000026822;20210429_63300_ESP000026822_02;Raja;40,81236667;1,361147917;2;292,1;0,1890397;0;0;0;29/04/2020;NA;334,6951654;1;2,453659017;60;107,9625327;14,06219101;376,5570679;39,77832794;13,30351543;235,3091888;-0,017071342;8,106231689;0,234326899;3,411505938;0,176391497;38,46276093;0,00927026;-0,010934107;0,000102746;0,133872598;4,896573544;6;1;1,239434254;4,691004086;107;10;107;3;0;0;1;-1,665798233
ESP000026768;20210728_63300_ESP000026768_02;Raja;40,80734286;1,383221429;3;375,7;0,19689432;0;0;0;28/07/2020;NA;334,6951654;1;2,453659017;29;107,9625327;10,54664421;377,713562;39,77832794;13,60063553;228,0967712;-9,15E-05;8,095097542;0,116707921;4,098760605;0,210608587;38,58581543;0,000158379;-0,000733718;2,82E-07;0,133872598;4,896573544;6;1;1,239434254;4,691004086;134;66;134;5;0;0;1;-1,625088141
Mny;21_04_15_CU_2Mny_L2;Raja;39,4422703;0,1064282;2;328,72;0,603220995;0;0;0;15/04/2020;NA;430,6566173;1;2,881268821;84;108,5967996;11,710186;204,7669525;34,16672134;13,61186123;225,0529785;-0,00070022;8,088418961;0,058804031;4,422634602;0,226107046;38,58768463;0,00338633;0,01170013;7,42E-05;0,060611118;1,213281512;6;1;1,356162116;4,696808173;147;8;147;3;0;0;1;-0,505471657
Mny;21_04_27_CU_2Mny_L1;Raja;39,4429328;0,0998489;2;305,1;0,79523028;0;0;0;27/04/2020;NA;430,6566173;1;2,881268821;86;108,5967996;11,710186;204,7669525;34,16672134;13,57368755;232,2674255;-0,006277729;8,103535652;0,164653748;3,459422112;0,179054126;38,45330048;-0,010934164;0,036808319;0,000737204;0,060926851;3,677784204;6;1;1,356162116;4,696808173;150;37;150;2;0;0;1;-0,229123546
CPM;21_12_16_CP_CPM_L1;Raja;38,6322967;0,2711487;4;119,28;0,466989208;1;2,141377109;1;16/12/2020;NA;73,72101728;1;0,2183278;4;110,0504444;52,03499985;119,4804382;59,59552002;15,11197281;223,1375732;-0,061932705;8,080327988;0,682722092;3,053378582;0,201252013;37,89274216;0,008329045;0,049429778;0,001256338;0,636061728;5,478364468;6;1;0,197479263;4,709984552;185;69;185;5;1,144661274;0,693147181;1;-0,761449131
ESP000026569;20200714_64300_ESP000026569_01;Raja;41,43989333;2,56085;3;94,1;0,10382174;0;0;0;14/07/2020;NA;94,34945185;4;0,510701079;4;111,9501778;9,889373779;400,5605164;46,79863739;14,19582558;241,4105225;-0,051536024;8,109530449;0,743585944;1,582122087;0,102101751;38,24642181;-0,003590778;-0,014832426;0,000116447;0,793902457;6,71820116;3;3;0,412573834;4,726946817;22;47;22;3;0;0;3;NA
ESP000026569;20201028_64300_ESP000026569_01;Raja;41,43642;2,557253333;4;95,4;0,1217139;0;0;0;28/10/2020;NA;94,34945185;4;0,510701079;7;111,9501778;9,889373779;400,5605164;46,79863739;14,921525;233,1562195;-0,154276982;8,09910202;0,628226221;1,924994469;0,123050518;38,20752335;-0,000930563;0,009485421;4,54E-05;0,793902457;6,71820116;3;3;0,412573834;4,726946817;48;83;48;2;0;0;3;NA
ESP000026569;20210113_64300_ESP000026569_01;Raja;41,44103;2,56226;1;94,9;0,10469809;0;0;0;13/01/2020;NA;94,34945185;4;0,510701079;4;111,9501778;9,889373779;400,5605164;46,79863739;13,72200775;243,8396606;-0,507581472;8,129410744;0,257148445;1,551901102;0,076177664;38,10062027;0,06828399;0,06573882;0,004492148;0,793902457;6,71820116;3;3;0,412573834;4,726946817;76;7;76;1;0;0;3;NA
ESP000026569;20210714_64300_ESP000026569_01;Raja;41,4337;2,557783333;3;97,4;0,10521714;0;0;0;14/07/2020;NA;94,34945185;4;0,510701079;7;111,9501778;9,889373779;400,5605164;46,79863739;14,06842613;242,467865;0,482084215;8,115419388;0,695715666;1,56865263;0,103503071;38,16303253;0,002194083;0,012549967;8,12E-05;0,793902457;6,71820116;3;3;0,412573834;4,726946817;127;59;127;4;0;0;3;NA
ESP000026768;20200730_63300_ESP000026768_03;Raja;40,8786;1,285047222;3;127,5;0,185891;0;0;0;30/07/2020;NA;129,1792247;2;0,855802073;6;112,8349774;23,02196503;383,155426;50,53490448;13,78323269;239,8249054;-0,033708006;8,107963562;0,656879723;2,350510597;0,144011781;38,31964111;-0,003910274;0,005474181;2,26E-05;0,399212152;5,705608368;9;2;0,618316987;4,734749833;29;35;29;1;0;0;2;NA
ESP000026768;20210119_63300_ESP000026768_03;Raja;40,87739667;1,30686;1;147,7;0,11867743;0;0;0;19/01/2020;NA;129,1792247;2;0,855802073;16;112,8349774;19,85525894;384,2233887;50,53490448;13,77954865;242,9502716;-0,474567741;8,123590469;0,259388208;1,915889025;0,09504009;38,13454819;0,014605833;0,018969875;0,000286593;0,399212152;5,705608368;9;2;0,618316987;4,734749833;81;67;81;4;0;0;2;-2,131346139
ESP000026822;20210429_63300_ESP000026822_03;Raja;40,89983333;1,289123333;2;129,8;0,1483269;0;0;0;29/04/2020;NA;129,1792247;2;0,855802073;6;112,8349774;23,02196503;383,155426;50,53490448;13,56357193;245,2918854;-0,11383345;8,119425774;0,5517627;2,003543377;0,113135859;38,27690887;0,001818222;-0,023103664;0,000268543;0,399212152;5,705608368;6;1;0,618316987;4,734749833;108;17;108;1;0;0;1;-1,908336657
ESP000022870;20210127_64600_ESP000022870_01;Raja;42,09041429;3,615211905;1;583;0,18120848;0;0;0;27/01/2020;NA;510,4444099;1;2,596884859;118;113,1267994;3,446479321;288,9405212;75,79734802;13,09269238;220,4454041;-5,78E-07;8,078364372;0,003286048;5,152217865;0,257815003;38,52233887;0,002941982;0;4,33E-06;0,087364584;0,935263097;6;1;1,280068154;4,737310106;82;16;82;4;0;0;1;-1,708107087
ESP000022870;20200721_64600_ESP000022870_03;Raja;42,08182333;3,352293333;3;121,2;0,0732528;0;0;0;21/07/2020;NA;121,3255802;1;0,20169106;3;116,8204445;15,50607109;309,5531616;80,94246674;14,07342052;239,2947235;-0,117205337;8,105665207;0,831647813;2,270308733;0,140221193;38,28116608;0,015522695;-0,02975505;0,000563159;0,812273085;8,228462219;6;1;0,183729781;4,769161809;27;74;27;5;0;0;1;-2,613838807
ESP000022870;20210127_64600_ESP000022870_03;Raja;42,05663;3,3655;1;130,2;0,15124257;0;0;0;27/01/2020;NA;121,3255802;1;0,20169106;3;116,8204445;15,50607109;309,5531616;80,94246674;13,50083637;244,842041;-0,37733987;8,124726295;0,244459301;2,008127928;0,101977035;38,15582657;-0,024180831;-0,021538239;0,000524304;0,654386997;8,507019997;6;1;0,183729781;4,769161809;84;8;84;5;0;0;1;-1,888870307
ESP000025627;20201124_64200_ESP000025627_02;Raja;41,2223375;2,32955625;4;385,3;0,19326472;2;10,349;1;24/11/2020;NA;370,7462914;1;1,647064207;30;118,2809771;8,38218689;430,5292358;28,63331604;13,53796291;223,9109039;-2,51E-05;8,091006279;0,086257219;4,55056715;0,233760789;38,57436752;-0,00362668;-0,007067557;3,16E-05;0,160308048;5,41215086;6;1;0,973451179;4,781481862;65;50;65;3;2,429129634;1,098612289;1;-1,643694424
ESP000025627;20210325_64200_ESP000025627_01;Raja;41,18322857;2,402640476;1;623,3;0,17079869;0;0;0;25/03/2020;NA;623,5347704;1;2,675067032;52;123,087377;8,38218689;427,1728516;27,76387978;13,14748001;220,9011993;-0,000226261;8,086047173;0,020056063;4,928603649;0,24842909;38,54314423;-0,005800656;-0,008143474;5,00E-05;0,083970375;0,69042778;6;1;1,301571372;4,82098597;97;35;97;5;0;0;1;NA
ESP000025627;20210519_64200_ESP000025627_01;Raja;41,1806381;2,40662381;2;637,6;0,17374375;0;0;0;19/05/2020;NA;623,5347704;1;2,675067032;54;123,087377;8,38218689;427,1728516;27,76387978;13,39036179;222,5905609;-0,000231208;8,082956314;0,029696951;4,838339806;0,243978679;38,5950737;0,002769468;-0,018080993;0,000167296;0,083970375;0,69042778;6;1;1,301571372;4,82098597;115;62;115;4;0;0;1;NA
ESP000022870;20210127_64600_ESP000022870_02;Raja;42,03164444;3,581266667;1;443,2;0,229361;0;0;0;27/01/2020;NA;550,0574321;1;2,694675294;41;124,397822;11,54350281;296,2346802;73,47605133;13,23210526;221,2531891;-2,29E-06;8,08399868;0,009045748;5,024718761;0,252138913;38,54967499;0,000490292;-0,004738356;1,13E-05;0,082734086;0,970530748;6;1;1,306892673;4,83149126;83;56;83;3;0;0;1;-1,472458097
ESP000026569;20200714_64300_ESP000026569_02;Raja;41,31455238;2,550640476;3;378;0,1533675;0;0;0;14/07/2020;NA;423,1619605;1;2,394713347;23;131,9033467;3,48902297;407,8930054;28,63154221;13,69723511;223,0619965;-3,10E-05;8,085419655;0,032866653;4,747533321;0,240176573;38,65019226;0,001421234;-0,002478295;4,08E-06;0,126967266;2,974248171;10;1;1,222219323;4,889622148;23;42;23;1;0;0;1;NA
ESP000026569;20210113_64300_ESP000026569_02;Raja;41,31890238;2,571638095;1;360;0,14669826;0;0;0;13/01/2020;NA;422,3814321;1;2,268940308;27;131,9033467;3,48902297;407,8930054;28,63154221;13,68301964;223,0174408;-0,000132272;8,088773727;0,111928567;4,467349529;0,232051104;38,56228638;0,013292534;0,013310115;0,000176925;0,13448225;3,992292881;10;1;1,184465868;4,889622148;77;91;77;3;0;0;1;-1,919377455
ESP000026569;20201028_64300_ESP000026569_02;Raja;41,3310625;2,574145833;4;366,3;0,1815616;1;5,508;1;28/10/2020;NA;422,3814321;1;2,268940308;18;131,9033467;3,48902297;407,8930054;28,63154221;13,4299736;222,2483826;-2,87E-05;8,090714455;0,044396468;4,843988419;0,244996265;38,56317139;0,017754938;0,00770536;0,000187305;0,13448225;3,992292881;10;1;1,184465868;4,889622148;49;63;49;5;1,873032189;0,693147181;1;-1,706160289
ESP000026569;20210714_64300_ESP000026569_02;Raja;41,30381111;2,5581;3;409,9;0,17719516;0;0;0;14/07/2020;NA;423,1619605;1;2,394713347;30;131,9033467;3,48902297;407,8930054;28,63154221;13,73447704;224,4550934;-2,47E-05;8,086357117;0,038194232;4,592354298;0,232320398;38,6547966;-0,005346751;0,013124193;0,000100416;0,126967266;2,974248171;10;1;1,222219323;4,889622148;128;33;128;2;0;0;1;NA
ESP000022116;20200630_64410_ESP000022116_02;Raja;41,4625;3,079738095;2;387,7;0,0802104;0;0;0;30/06/2020;NA;407,9058321;1;1,87992969;16;133,9835554;0;362,7523499;23,17384529;13,5739069;224,6129608;-8,99E-05;8,091929436;0,055536229;4,415058613;0,225275159;38,57676315;0,003051507;0,0044599;1,46E-05;0,135773763;3,98689127;10;1;1,057765881;4,905152959;17;49;17;5;0;0;1;NA
ESP000026768;20210728_63300_ESP000026768_03;Raja;40,92110556;1,321575;3;173,7;0,1471406;0;0;0;28/07/2020;NA;179,9947704;1;1,07104434;17;136,6913344;22,38505745;388,6274414;56,13404083;13,64711285;232,0829315;-0,000856444;8,108742714;0,336932749;3,23824501;0,175232545;38,37503052;-0,001889731;-0,000258149;1,82E-06;0,237046063;6,09428215;6;1;0,728052992;4,925014472;135;83;135;1;0;0;1;-1,916366687
CPM;22_01_13_CP_CPM_L1;Raja;38,6167942;0,256;1;67,17;0,4698524;3;6,38498388;1;13/01/2020;NA;61,54752593;1;0,211798309;4;136,9126672;47,52321625;114,974823;59,59552002;15,15113449;221,8985138;-0,015265243;8,080708504;0,510364234;3,267913818;0,203459442;37,93033218;-0,005700521;0,013862693;0,000112335;0,616136372;5,610833168;6;1;0,192105462;4,926620638;189;88;189;5;1,999448733;1,386294361;1;-0,755336676
Mny;21_04_27_CU_2Mny_L2;Raja;39,421353;0,0870036;2;330;0,741734612;0;0;0;27/04/2020;NA;254,8418173;1;2,317800058;95;143,1143551;11,710186;204,7669525;34,16672134;13,57368755;232,2674255;-0,006277729;8,103535652;0,164653748;3,459422112;0,179054126;38,45330048;-0,010934164;0,036808319;0,000737204;0,060926851;3,677784204;6;1;1,19930193;4,970607117;151;46;151;3;0;0;1;-0,298763766
ESP000022116;20201217_64410_ESP000022116_02;Raja;41,45737619;3,077878571;4;397,5;0,08848925;0;0;0;17/12/2020;NA;407,9058321;1;1,87992969;18;145,1823563;3,482349873;365,3248291;23,17384529;13,45128727;222,997879;-2,39E-05;8,089819908;0,051462207;4,578931332;0,233375937;38,56824112;8,10E-06;-0,001529511;1,17E-06;0,074282847;0,919956803;10;1;1,057765881;4,984854858;71;12;71;2;0;0;1;NA
ESP000022116;20210330_64410_ESP000022116_01;Raja;41,54506333;2,922906667;1;104,2;0,06093773;0;0;0;30/03/2020;NA;383,8798765;4;5,086479302;54;145,8138668;5,786900043;366,5894165;34,75287628;13,50106621;247,6388702;-0,706538022;8,121148109;0,280217618;1,958433032;0,090568006;38,24897766;-0,032611609;-0,012688273;0,000612255;0,36136499;8,695021629;10;1;1,806069803;4,989165572;100;2;100;4;0;0;1;NA
ESP000025627;20200818_64200_ESP000025627_02;Raja;41,22065476;2,318369048;3;381,9;0,18190832;0;0;0;18/08/2020;NA;370,7462914;1;1,647064207;35;147,4292888;8,38218689;430,5292358;28,63331604;13,6361475;226,0234375;-0,000261358;8,09088707;0,094483867;4,328577042;0,222326741;38,60442352;-0,004563015;-4,74E-05;1,04E-05;0,160308048;5,41215086;6;1;0,973451179;5,000108675;37;51;37;2;0;0;1;-1,704252455
